English Word,Original Bengali Word,Predicted Bengali Word
susongbaddha,সুসংবদ্ধ,সুসংবদ্ধ
lacsari,লাক্সারি,ল্যাকসারি
qanabharsana,কনভার্সন,কনভার্সন
teja,তেজ,তেজ
sivasagar,শিবসাগর,সিভাসাগার
elahabader,এলাহাবাদের,এলাহাবাদের
styrolution,স্টিরোলুশন,স্টাররোলিউনন
chanagulo,ছানাগুলো,চানাগুলো
janmadag,জন্মদাগ,জন্মদা
soocieti,সোসাইটি,সুকিতি
tottoba,তওবা,তওবা
fasteners,ফস্টেনার্স,ফাস্টেনার্স
kormira,কর্মীরা,কর্মীরা
jennings,জেনিংস,জেনিংস
ardhasahasraadhik,অর্ধসহস্রাধিক,অর্ধসসধ্রাধিক
juktarashtra,যুক্তরাষ্ট্র,যুক্তরাষ্ট্র
desabathula,দেসবথুলা,দেসাবাথুলা
horidbarer,হরিদ্বারের,হরিদবারের
nobonirbachito,নবনির্বাচিত,নবনির্বাচিত
bhattacharjee,ভট্টাচার্জী,ভাট্টাচার্জি
songosthader,সংস্থাদের,সংস্থাদের
netrojena,নাইট্রোজেন,নের্তোজেনা
yanam,য়নম,যানম
phalls,ফলস,ফাল্স
chaalakake,চালককে,চালাকাকে
vaira,ভাইরা,ভাইরা
strilok,স্ত্রীলোক,স্ত্রিলোক
mat,মত,মাত
othano,ওঠানো,অথানো
sahozlabhbhata,সহজলভ্যতা,সহজল্ভভাবতা
biti,বিটি,বিতি
dimbacritir,ডিম্বাকৃতির,ডিম্বা্কিরিটির
dangar,দাঙ্গার,ডাঙ্গার
sasta,সস্তা,সাস্তা
liphaleta,লিফলেট,লিফাইলট
motamotti,মতামতটি,মোতামত্তি
uppal,উপ্পাল,আপপাল
hajore,হাজরে,হাজোর
design,ডিসাইন,ডিজাগনিন
caakri,কুকরী,চাক্রি
kang,কংগ্,কাং
abhizuktake,অভিযুক্তকে,অভিযুক্তকে
holdins,হোল্ডিংস,হলডিনস
apict,এপিআইসিটি,এপিক্ত
pohela,পহেলা,পোহেলা
ghoorni,ঘূর্ণি,গুরনি
kendraguliteo,কেন্দ্রগুলিতেও,কেন্দ্রগুলিতেও
maajharaate,মাঝরাতে,মাঝারাতে
gogoi,গগৈ,গগগই
hallisohore,হালিশহরে,হল্লিসহরে
chhatoker,ছাতকের,ছাতকের
jonardon,জনার্দন,জনার্দন
rodrigez,রদ্রিগেজ,রদ্রিগেজ
demockratic,ডেমোক্র্যাটিক,ডেমকরেটিক
tishti,তুষ্টির,তিশতি
cholocchitrogulo,চলচ্চিত্রগুলো,চলচ্চিত্রগুলো
shaadore,সাদরে,শাদরে
hazaribag,হাজারিবাগ,হাজারিবাগ
calle,কলে,ক্লে
maanikasho,মানিকশো,মানিকাশো
communitykendrik,কমিউনিটিকেন্দ্রিক,কমিউনিটিকেন্্্রিক
graham,গ্রহম,গ্রহম
janaley,জানালে,জানালি
wadaen,ওয়ার্ডেন,ওয়েডান
janoiko,জনৈক,জনৈকও
fireche,ফিরেছে,ফিরেছে
shivastava,শিবস্তব,শিবাস্তভা
ahonafer,আহনাফের,আহনাফের
ashorti,আসরটি,আসর্তি
hajareebag,হাজারীবাগ,হাজারেবাগ
astik,আস্তিক,আস্তিক
nadnadi,নদনদী,নদনদী
anyatro,অন্যত্র,অন্যত্র
carlo,কার্লো,কার্লো
ahijake,অহিযকে,অহিযকে
palatine,পালাটিনে,প্যালেটাইন
utshobe,উত্সবে,উত্বসে
subidhey,সুবিধে,সুবিধে
danish,ড্যানিশ,দানিশ
suzogake,সুযোগকে,সুযোগাকে
silmohor,সিলমোহর,সিলমোহরের
parjataki,পর্যটকই,পারজাতাকি
fuentes,ফুয়েন্টেস,ফুয়েন্টেস
taleemi,টলেমি,তালিমি
krushakaleeger,কৃষকলীগের,ক্রুশকলীগের
jonosomabesh,জনসমাবেশ,জনসমাবেশ
raj,রাজ,রজ
matritter,মাতৃত্বের,মাতৃত্বের
gajir,গাজির,গাজির
qaffir,কাফের,কাফির
poshtmashterr,পোস্টমাস্টার,পোষ্টমাশ্টার
siphte,শিফটে,সিফ্েতে
jushantan,জুশান্তন,জুশান্তন
damm,ডাম,ড্যাম
beershreshtho,বীরশ্রেষ্ঠ,বীরশ্ষেষ্ঠ
jelahaajate,জেলহাজতে,জেলাহাজাতে
brekim,ব্রেকিং,ব্রেকিম
shikshakera,শিক্ষকেরা,শিক্ষকেরা
sangkeertan,সংকীর্তন,সংকীর্তন
paksena,পাকসেনা,পাকসেনা
hashmi,হাশমী,হাশমি
felun,ফেলুন,ফেলুন
bilapkareera,বিলাপকারীরা,বিলাপকরীরা
ircon,ইরকোন,ইরককন
homiopyathika,হোমিওপ্যাথিক,হোমিয়োপ্যাথিকা
nirdeshei,নির্দেশেই,নির্দেশেই
beerabhadrabaabur,বীরভদ্রবাবুর,বেরভাদ্রবাবুর
sandilya,সাণ্ডিল্য,সান্দিল্য
tinso,তিনশ,টিনসো
wells,ওয়েলস,ওয়েলস
stein,স্টেইন,স্টেইন
denish,ডেনিস,ডেনিস
kamale,কমালে,কমলে
gangtok,গ্যাংটোক,গাংতোক
vishannotar,বিষণ্নতার,বিষাণ্যতার
ps,পিএস,পিএস
salazar,সালাযার,সালাজার
bikan,বিকন,বিকান
lohaanii,লোহানী,লোহানী
taadiye,তাড়িয়ে,তাদিয়ে
sibdash,শিবদাস,সিবদাশ
doohate,দুহাতে,দুহাটে
mukhyamant,মুখ্যমন্ত্,মুখ্যমান্ত
gache,গছে,গাছে
zang,জং,জাং
byabahaarakaareederakeo,ব্যবহারকারীদেরকেও,ব্যবহারকারীদেরকেও
sehgal,সেহগাল,সেহগাল
ratnagiri,রত্নাগিরি,রত্নগগিরি
rajtontrer,রাজতন্ত্রের,রাজতন্ত্রের
bhaai,ভাই,ভাই
nritatwa,নৃতত্ত্ব,নৃত্যত্ব
crosby,ক্রসবি,ক্রসবি
dobrev,ডোবরেভ,ডোবরেভ
parlar,পার্লার,পারলার
orijinal,অরিজিনাল,অরিজনাল
koolajena,কোলাজেন,কোলাজেন
dai,দৈ,ডাই
saarkaase,সার্কাসে,সারকাসে
miller,মিল্লার,মিলার
bair,বৈর,বাইর
ubhochor,উভচর,উভভর
rockomer,রকমের,রকমের
moheesher,মহিষের,মহেশের
zack,জাক,জ্যাক
captitar,কপটতার,কপটতার
sherge,সার্জ,শেরগে
petent,পেটেন্ট,পেটেন্ট
shafi,শফী,শাফি
louis,লুইস,লুউস
dhhaaley,ঢালে,ঢালে
homiopathik,হোমিওপ্যাথিক,হোমিয়োপ্যাথিক
maangwaanaa,মাংওয়ানা,মাং্বনা
musok,মূসক,মুসোক
pittman,পিট্টম্যান,পিট্টম্যান
prosheshore,প্রসেসরে,প্রসেসরে
twitare,টুইটারে,ত্বিতারে
parjotakra,পর্যটকরা,পার্যোতকরা
est,ইস্ট,ইস্টি
pokhriyal,পোখ্রিয়াল,পোখরিয়াল
ginir,গিনির,গিনির
anushagg,অনুষজ্ঞ,অনুষাগ
cheerkoote,চিরকুটে,চীরকুতে
pujjyo,পূজ্য,পুজ্য
bikalpagulike,বিকল্পগুলিকে,বিকালপাগুলিকে
amar,অমর,আমার
hungery,হাঙ্গেরী,হ্যাঙ্গারি
premendrabaabu,প্রেমেন্দ্রবাবু,প্রেমেন্দ্রবাবু
deerfield,ডিয়ারফিল্ড,ডিরফিল্ড
matritwer,মাতৃত্বের,মাতৃত্বের
sharkasha,সার্কাস,শর্াশ
sabbat,সব্বত,সাব্বাত
ghurapaak,ঘুরপাক,ঘুরাপক
ica,একা,আইসিএ
abhiggataao,অভিজ্ঞতাও,অভিজ্ঞতাও
arthur,অর্থার,অর্থুর
chico,চিকো,চিকো
monhputo,মনঃপূত,মনপপুত
shifter,শিফটের,শিফটার
dokaandarra,দোকানদাররা,দোকানদার্া
steele,স্টীলে,স্টিলে
chikitsha,চিকিত্সা,চিকিত্া
farnandes,ফার্নান্ডেজ,ফার্নন্ডেস
milei,মিলেই,মিলেই
bishwabidyaalaye,বিশ্ববিদ্যাালয়ে,বিশ্ববিদ্যালয়ে
mahela,মাহেলা,মহেলা
electronics,ইলেকট্রনিকস,ইলেক্ট্রনিকস
reilly,রেইল্ল্য,রেইলি
gonobeeddhongsee,গণবিধ্বংসী,গণবিদ্ধসীসহ
sheshamesh,শেষমেশ,শেষামেশ
meentala,মেন্টাল,মিনতালা
amuu,আমু,আমু
polaarastaarne,পোলারস্টার্নে,পলারশ্্তান্ন্তে
komabey,কমাবে,কমাবে
moreno,মোরেনো,মোরেনো
aanalen,আনলেন,আনালেন
kormosuchi,কর্মসুচি,কর্মসূচী
